model,task,value
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
