model,task,value
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.7
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.8
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.8
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.8
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.8
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.8
phi4:14b,social,0.8
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,0.8
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.5
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,0.9
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,social,1.0
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.5
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.55
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,dynamics,0.65
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.3
phi4:14b,conjunction_fallacy,0.2
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.2
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.2
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.7
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.6
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.0
phi4:14b,conjunction_fallacy,0.0
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.3
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.0
phi4:14b,conjunction_fallacy,0.3
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.7
phi4:14b,conjunction_fallacy,0.6
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.3
phi4:14b,conjunction_fallacy,0.0
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.2
phi4:14b,conjunction_fallacy,0.9
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.2
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.5
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.1
phi4:14b,conjunction_fallacy,0.7
phi4:14b,conjunction_fallacy,0.1
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.99
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.17
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.51
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.505
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.9999
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.0909
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.51
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.1
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.02
phi4:14b,base_rate_neglect,0.505051
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.51
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.25
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.98
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.02
phi4:14b,base_rate_neglect,0.99
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.16
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.67
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.98
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.67
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.01
phi4:14b,base_rate_neglect,0.5
phi4:14b,base_rate_neglect,0.5
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.2
gemma3:12b,ambiguity,0.2
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.25
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.25
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.25
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.25
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.25
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.2
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.2
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.2
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.2
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.25
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.15
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.65
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,ambiguity,0.6
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
